EID,FP,FP_YESNO,Year,SCL,SCLbinned,Season,Fall,Spring,Summer,Winter,OtherSeason,y0,y1,y2
16460,0,No,2003,67.4,65-69.9,Winter,0,0,0,1,1,NA,0,NA
16465,0,No,2003,66.2,65-69.9,Winter,0,0,0,1,1,NA,0,NA
17494,0,No,2004,33.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
17499,0,No,2004,33.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
17508,0,No,2004,35.9,35-39.9,Winter,0,0,0,1,1,NA,0,NA
17487,0,No,2004,40.4,40-44.9,Winter,0,0,0,1,1,NA,0,NA
17509,0,No,2004,47.9,45-49.9,Winter,0,0,0,1,1,NA,0,NA
17505,0,No,2004,58.3,55-59.9,Winter,0,0,0,1,1,NA,0,NA
17510,0,No,2004,55.6,55-59.9,Winter,0,0,0,1,1,NA,0,NA
17489,0,No,2004,63.2,60-64.9,Winter,0,0,0,1,1,NA,0,NA
17504,0,No,2004,60.1,60-64.9,Winter,0,0,0,1,1,NA,0,1
17491,0,No,2004,68.2,65-69.9,Winter,0,0,0,1,1,NA,0,NA
17486,0,No,2004,75.2,70-79.9,Winter,0,0,0,1,1,NA,0,1
17666,0,No,2004,33.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
17672,0,No,2004,34.5,30-34.9,Winter,0,0,0,1,1,NA,0,NA
17671,0,No,2004,38.1,35-39.9,Winter,0,0,0,1,1,NA,0,NA
17673,0,No,2004,43.3,40-44.9,Winter,0,0,0,1,1,NA,0,NA
17674,0,No,2004,41.9,40-44.9,Winter,0,0,0,1,1,NA,0,NA
17682,0,No,2004,43.6,40-44.9,Winter,0,0,0,1,1,NA,0,NA
17680,0,No,2004,48.6,45-49.9,Winter,0,0,0,1,1,NA,0,NA
17678,0,No,2004,56.9,55-59.9,Winter,0,0,0,1,1,NA,0,NA
17658,0,No,2004,63.6,60-64.9,Winter,0,0,0,1,1,NA,0,1
17676,0,No,2004,61,60-64.9,Winter,0,0,0,1,1,NA,0,1
17683,0,No,2004,64.2,60-64.9,Winter,0,0,0,1,1,NA,0,NA
17684,0,No,2004,64.3,60-64.9,Winter,0,0,0,1,1,NA,0,NA
17660,0,No,2004,68.2,65-69.9,Winter,0,0,0,1,1,NA,0,NA
17677,0,No,2004,68.6,65-69.9,Winter,0,0,0,1,1,NA,0,NA
18235,0,No,2004,44.8,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18236,0,No,2004,43.2,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18238,0,No,2004,51.1,50-54.9,Spring,0,1,0,0,1,NA,0,NA
18237,0,No,2004,59.6,55-59.9,Spring,0,1,0,0,1,NA,0,NA
18239,0,No,2004,60.2,60-64.9,Spring,0,1,0,0,1,NA,0,NA
18252,0,No,2004,32.7,30-34.9,Spring,0,1,0,0,1,NA,0,NA
18249,0,No,2004,39.3,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18250,0,No,2004,38.6,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18258,0,No,2004,37.7,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18255,0,No,2004,43.5,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18248,0,No,2004,46,45-49.9,Spring,0,1,0,0,1,NA,0,NA
18262,0,No,2004,45.1,45-49.9,Spring,0,1,0,0,1,NA,0,NA
18261,0,No,2004,52,50-54.9,Spring,0,1,0,0,1,NA,0,NA
18253,0,No,2004,64.4,60-64.9,Spring,0,1,0,0,1,NA,0,NA
18254,0,No,2004,62.8,60-64.9,Spring,0,1,0,0,1,NA,0,NA
18251,0,No,2004,27.3,20-29.9,Spring,0,1,0,0,1,NA,0,NA
18588,0,No,2004,35.3,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18598,0,No,2004,37.9,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18603,0,No,2004,39.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18587,0,No,2004,40.2,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18602,0,No,2004,43.3,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18589,0,No,2004,46,45-49.9,Spring,0,1,0,0,1,NA,0,NA
18591,0,No,2004,46.8,45-49.9,Spring,0,1,0,0,1,NA,0,NA
18599,0,No,2004,59.8,55-59.9,Spring,0,1,0,0,1,NA,0,NA
18585,0,No,2004,64.2,60-64.9,Spring,0,1,0,0,1,NA,0,NA
18592,0,No,2004,65,65-69.9,Spring,0,1,0,0,1,NA,0,NA
18593,0,No,2004,67.3,65-69.9,Spring,0,1,0,0,1,NA,0,NA
18595,0,No,2004,65.9,65-69.9,Spring,0,1,0,0,1,NA,0,NA
18583,0,No,2004,73.7,70-79.9,Spring,0,1,0,0,1,NA,0,NA
18609,0,No,2004,42.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18618,0,No,2004,49.5,45-49.9,Spring,0,1,0,0,1,NA,0,NA
18619,0,No,2004,56.9,55-59.9,Spring,0,1,0,0,1,NA,0,NA
18615,0,No,2004,63.6,60-64.9,Spring,0,1,0,0,1,NA,0,NA
18630,0,No,2004,33.7,30-34.9,Spring,0,1,0,0,1,NA,0,NA
18633,0,No,2004,33.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
18629,0,No,2004,38.6,35-39.9,Spring,0,1,0,0,1,NA,0,1
18634,0,No,2004,41.1,40-44.9,Spring,0,1,0,0,1,1,0,NA
18635,0,No,2004,44.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
18632,0,No,2004,67.8,65-69.9,Spring,0,1,0,0,1,NA,0,NA
18636,0,No,2004,35.7,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18641,0,No,2004,37.2,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18691,0,No,2004,35.2,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18692,0,No,2004,35.2,35-39.9,Spring,0,1,0,0,1,NA,0,NA
18682,0,No,2004,45,45-49.9,Summer,0,0,1,0,1,NA,0,NA
18679,0,No,2004,51.9,50-54.9,Summer,0,0,1,0,1,NA,0,NA
18683,0,No,2004,58.4,55-59.9,Summer,0,0,1,0,1,NA,0,NA
18705,0,No,2004,33.6,30-34.9,Summer,0,0,1,0,1,NA,0,NA
18707,0,No,2004,48.6,45-49.9,Summer,0,0,1,0,1,NA,0,NA
18708,0,No,2004,67.8,65-69.9,Summer,0,0,1,0,1,NA,0,NA
18959,0,No,2004,38.9,35-39.9,Summer,0,0,1,0,1,NA,0,NA
18961,0,No,2004,54.6,50-54.9,Summer,0,0,1,0,1,NA,0,1
18960,0,No,2004,29,20-29.9,Summer,0,0,1,0,1,NA,0,NA
18968,0,No,2004,45,45-49.9,Summer,0,0,1,0,1,NA,0,NA
18971,0,No,2004,43.1,40-44.9,Summer,0,0,1,0,1,NA,0,NA
19471,0,No,2004,42.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
19465,0,No,2004,55.2,55-59.9,Summer,0,0,1,0,1,NA,0,NA
19470,0,No,2004,50.6,50-54.9,Fall,1,0,0,0,0,NA,0,1
19595,0,No,2004,31,30-34.9,Fall,1,0,0,0,0,NA,0,NA
19814,0,No,2004,34.8,30-34.9,Fall,1,0,0,0,0,NA,0,NA
19815,0,No,2004,31.6,30-34.9,Fall,1,0,0,0,0,NA,0,NA
19807,0,No,2004,46,45-49.9,Fall,1,0,0,0,0,NA,0,NA
19810,0,No,2004,46.8,45-49.9,Fall,1,0,0,0,0,NA,0,NA
19812,0,No,2004,45.2,45-49.9,Fall,1,0,0,0,0,NA,0,NA
19811,0,No,2004,62.2,60-64.9,Fall,1,0,0,0,0,NA,0,1
19813,0,No,2004,65.4,65-69.9,Fall,1,0,0,0,0,NA,0,NA
19816,0,No,2004,67.4,65-69.9,Fall,1,0,0,0,0,NA,0,NA
19783,0,No,2004,31.2,30-34.9,Winter,0,0,0,1,1,NA,0,NA
19789,0,No,2004,39.6,35-39.9,Winter,0,0,0,1,1,1,0,NA
19788,0,No,2004,57,55-59.9,Winter,0,0,0,1,1,NA,0,NA
19784,0,No,2004,29.7,20-29.9,Winter,0,0,0,1,1,NA,0,NA
19794,0,No,2004,41.4,40-44.9,Winter,0,0,0,1,1,NA,0,NA
19795,0,No,2004,51.2,50-54.9,Winter,0,0,0,1,1,NA,0,NA
19790,0,No,2004,56.6,55-59.9,Winter,0,0,0,1,1,NA,0,NA
19792,0,No,2004,29.2,20-29.9,Winter,0,0,0,1,1,NA,0,NA
19804,0,No,2005,27.5,20-29.9,Winter,0,0,0,1,1,NA,0,NA
19838,0,No,2005,34.3,30-34.9,Winter,0,0,0,1,1,NA,0,NA
19840,0,No,2005,33.4,30-34.9,Winter,0,0,0,1,1,NA,0,NA
19828,0,No,2005,43,40-44.9,Winter,0,0,0,1,1,NA,0,NA
19819,0,No,2005,46.8,45-49.9,Winter,0,0,0,1,1,NA,0,NA
19829,0,No,2005,45.1,45-49.9,Winter,0,0,0,1,1,NA,0,NA
19831,0,No,2005,45.1,45-49.9,Winter,0,0,0,1,1,NA,0,NA
19839,0,No,2005,49.7,45-49.9,Winter,0,0,0,1,1,NA,0,NA
19832,0,No,2005,68.1,65-69.9,Winter,0,0,0,1,1,NA,0,NA
19857,0,No,2005,61.5,60-64.9,Winter,0,0,0,1,1,NA,0,NA
19860,0,No,2005,34.6,30-34.9,Spring,0,1,0,0,1,NA,0,NA
19862,0,No,2005,33.2,30-34.9,Spring,0,1,0,0,1,1,0,NA
19866,0,No,2005,30.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
19864,0,No,2005,38.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
19861,0,No,2005,55.8,55-59.9,Spring,0,1,0,0,1,NA,0,NA
19849,0,No,2005,38.4,35-39.9,Spring,0,1,0,0,1,NA,0,NA
19852,0,No,2005,44.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
19892,0,No,2005,30.4,30-34.9,Spring,0,1,0,0,1,NA,0,NA
19888,0,No,2005,40,40-44.9,Spring,0,1,0,0,1,NA,0,NA
19890,0,No,2005,40,40-44.9,Spring,0,1,0,0,1,NA,0,NA
19893,0,No,2005,47.4,45-49.9,Spring,0,1,0,0,1,NA,0,NA
19891,0,No,2005,56,55-59.9,Spring,0,1,0,0,1,NA,0,NA
19889,0,No,2005,29.3,20-29.9,Spring,0,1,0,0,1,NA,0,NA
19901,0,No,2005,31.3,30-34.9,Spring,0,1,0,0,1,NA,0,NA
19904,0,No,2005,50.1,50-54.9,Spring,0,1,0,0,1,NA,0,NA
19909,0,No,2005,28.1,20-29.9,Spring,0,1,0,0,1,NA,0,NA
20047,0,No,2005,51.1,50-54.9,Spring,0,1,0,0,1,NA,0,NA
20860,0,No,2005,34.7,30-34.9,Summer,0,0,1,0,1,NA,0,NA
20872,0,No,2005,49.4,45-49.9,Summer,0,0,1,0,1,NA,0,NA
20874,0,No,2005,64.4,60-64.9,Summer,0,0,1,0,1,NA,0,NA
20880,0,No,2005,52.1,50-54.9,Summer,0,0,1,0,1,NA,0,NA
20883,0,No,2005,55.7,55-59.9,Summer,0,0,1,0,1,NA,0,NA
20889,0,No,2005,57.5,55-59.9,Summer,0,0,1,0,1,NA,0,NA
20892,0,No,2005,34.3,30-34.9,Summer,0,0,1,0,1,NA,0,NA
20894,0,No,2005,46.6,45-49.9,Summer,0,0,1,0,1,NA,0,NA
20890,0,No,2005,50,50-54.9,Summer,0,0,1,0,1,NA,0,NA
20895,0,No,2005,55.5,55-59.9,Summer,0,0,1,0,1,NA,0,NA
20891,0,No,2005,64.4,60-64.9,Summer,0,0,1,0,1,NA,0,NA
20897,0,No,2005,48.6,45-49.9,Fall,1,0,0,0,0,NA,0,NA
21346,0,No,2005,37,35-39.9,Fall,1,0,0,0,0,NA,0,NA
21358,0,No,2005,47.4,45-49.9,Fall,1,0,0,0,0,NA,0,1
21366,0,No,2005,61.6,60-64.9,Fall,1,0,0,0,0,NA,0,1
21376,0,No,2005,34.2,30-34.9,Winter,0,0,0,1,1,NA,0,NA
21373,0,No,2005,35.4,35-39.9,Winter,0,0,0,1,1,NA,0,NA
21374,0,No,2005,39.3,35-39.9,Winter,0,0,0,1,1,NA,0,NA
21388,0,No,2005,39.4,35-39.9,Winter,0,0,0,1,1,NA,0,NA
21372,0,No,2005,44.9,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21382,0,No,2005,44.9,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21385,0,No,2005,43.6,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21386,0,No,2005,40.1,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21387,0,No,2005,40.8,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21378,0,No,2005,45.7,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21383,0,No,2005,48.4,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21384,0,No,2005,48.6,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21381,0,No,2005,50,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21375,0,No,2005,58.1,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21377,0,No,2005,58.7,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21379,0,No,2005,56.1,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21380,0,No,2005,60.2,60-64.9,Winter,0,0,0,1,1,NA,0,NA
21408,0,No,2005,51,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21412,0,No,2006,32.3,30-34.9,Winter,0,0,0,1,1,NA,0,NA
21420,0,No,2006,32.1,30-34.9,Winter,0,0,0,1,1,NA,0,NA
21415,0,No,2006,37.6,35-39.9,Winter,0,0,0,1,1,NA,0,NA
21418,0,No,2006,40.3,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21417,0,No,2006,47.7,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21413,0,No,2006,50.7,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21425,0,No,2006,58.2,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21423,0,No,2006,68.7,65-69.9,Winter,0,0,0,1,1,NA,0,NA
21439,0,No,2006,42.4,40-44.9,Winter,0,0,0,1,1,NA,0,NA
21430,0,No,2006,51,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21431,0,No,2006,51.8,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21428,0,No,2006,59.8,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21432,0,No,2006,57.7,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21433,0,No,2006,64.2,60-64.9,Winter,0,0,0,1,1,NA,0,NA
21442,0,No,2006,61.8,60-64.9,Winter,0,0,0,1,1,NA,0,NA
21451,0,No,2006,49,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21455,0,No,2006,47,45-49.9,Winter,0,0,0,1,1,NA,0,NA
21458,0,No,2006,50.1,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21459,0,No,2006,50.9,50-54.9,Winter,0,0,0,1,1,NA,0,NA
21453,0,No,2006,59.2,55-59.9,Winter,0,0,0,1,1,NA,0,NA
21473,0,No,2006,37.8,35-39.9,Spring,0,1,0,0,1,NA,0,NA
21481,0,No,2006,39.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
21482,0,No,2006,46.2,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21483,0,No,2006,49.8,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21485,0,No,2006,73.1,70-79.9,Spring,0,1,0,0,1,NA,0,NA
21494,0,No,2006,38.1,35-39.9,Spring,0,1,0,0,1,NA,0,NA
21491,0,No,2006,55.7,55-59.9,Spring,0,1,0,0,1,NA,0,NA
21489,0,No,2006,70.2,70-79.9,Spring,0,1,0,0,1,NA,0,NA
21499,0,No,2006,48.2,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21501,0,No,2006,49.6,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21502,0,No,2006,49.5,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21496,0,No,2006,52.8,50-54.9,Spring,0,1,0,0,1,NA,0,NA
21506,0,No,2006,43.1,40-44.9,Spring,0,1,0,0,1,NA,0,NA
21512,0,No,2006,52.7,50-54.9,Spring,0,1,0,0,1,NA,0,1
21515,0,No,2006,36.1,35-39.9,Spring,0,1,0,0,1,NA,0,NA
21517,0,No,2006,51.3,50-54.9,Spring,0,1,0,0,1,NA,0,NA
21514,0,No,2006,59,55-59.9,Spring,0,1,0,0,1,NA,0,NA
21531,0,No,2006,32.8,30-34.9,Spring,0,1,0,0,1,NA,0,NA
21526,0,No,2006,44.8,40-44.9,Spring,0,1,0,0,1,NA,0,NA
21530,0,No,2006,40.2,40-44.9,Spring,0,1,0,0,1,NA,0,NA
21524,0,No,2006,53.6,50-54.9,Spring,0,1,0,0,1,NA,0,NA
21532,0,No,2006,29.9,20-29.9,Spring,0,1,0,0,1,NA,0,NA
21731,0,No,2006,38.7,35-39.9,Spring,0,1,0,0,1,NA,0,NA
21730,0,No,2006,44,40-44.9,Spring,0,1,0,0,1,NA,0,NA
21732,0,No,2006,46.2,45-49.9,Spring,0,1,0,0,1,NA,0,NA
21729,0,No,2006,51.5,50-54.9,Spring,0,1,0,0,1,NA,0,NA
21727,0,No,2006,55.9,55-59.9,Spring,0,1,0,0,1,NA,0,NA
21734,0,No,2006,56.7,55-59.9,Spring,0,1,0,0,1,NA,0,NA
21737,0,No,2006,46.4,45-49.9,Summer,0,0,1,0,1,NA,0,NA
21736,0,No,2006,51.2,50-54.9,Summer,0,0,1,0,1,NA,0,NA
21881,0,No,2006,53.5,50-54.9,Summer,0,0,1,0,1,NA,0,NA
21884,0,No,2006,46.5,45-49.9,Summer,0,0,1,0,1,NA,0,NA
21886,0,No,2006,67.6,65-69.9,Summer,0,0,1,0,1,NA,0,NA
21893,0,No,2006,37.6,35-39.9,Fall,1,0,0,0,0,NA,0,NA
21899,0,No,2006,37.9,35-39.9,Fall,1,0,0,0,0,NA,0,NA
21901,0,No,2006,57,55-59.9,Fall,1,0,0,0,0,NA,0,NA
21900,0,No,2006,66.1,65-69.9,Fall,1,0,0,0,0,NA,0,NA
21872,0,No,2006,49.8,45-49.9,Fall,1,0,0,0,0,NA,0,NA
21870,0,No,2006,56.8,55-59.9,Fall,1,0,0,0,0,NA,0,NA
22719,0,No,2006,46,45-49.9,Fall,1,0,0,0,0,NA,0,NA
22716,0,No,2006,54.2,50-54.9,Fall,1,0,0,0,0,NA,0,NA
22718,0,No,2006,52.9,50-54.9,Fall,1,0,0,0,0,NA,0,NA
22717,0,No,2006,70,70-79.9,Fall,1,0,0,0,0,NA,0,NA
22726,0,No,2006,54.8,50-54.9,Fall,1,0,0,0,0,NA,0,NA
22745,0,No,2006,40.6,40-44.9,Winter,0,0,0,1,1,NA,0,NA
22751,0,No,2006,43.1,40-44.9,Winter,0,0,0,1,1,NA,0,NA
22746,0,No,2006,45.5,45-49.9,Winter,0,0,0,1,1,NA,0,NA
22740,0,No,2006,50.5,50-54.9,Winter,0,0,0,1,1,NA,0,NA
22750,0,No,2006,50.3,50-54.9,Winter,0,0,0,1,1,NA,0,NA
22736,0,No,2006,57.1,55-59.9,Winter,0,0,0,1,1,NA,0,NA
22738,0,No,2006,60.4,60-64.9,Winter,0,0,0,1,1,NA,0,NA
22754,0,No,2006,55.8,55-59.9,Winter,0,0,0,1,1,NA,0,NA
22759,0,No,2006,57.9,55-59.9,Winter,0,0,0,1,1,NA,0,NA
22756,0,No,2006,68,65-69.9,Winter,0,0,0,1,1,NA,0,NA
23022,0,No,2007,30.3,30-34.9,Winter,0,0,0,1,1,1,0,NA
23019,0,No,2007,52.9,50-54.9,Winter,0,0,0,1,1,NA,0,NA
23023,0,No,2007,66.1,65-69.9,Winter,0,0,0,1,1,NA,0,NA
23028,0,No,2007,38.6,35-39.9,Winter,0,0,0,1,1,NA,0,1
23027,0,No,2007,55.4,55-59.9,Winter,0,0,0,1,1,NA,0,NA
23026,0,No,2007,63,60-64.9,Winter,0,0,0,1,1,NA,0,1
23033,0,No,2007,45.1,45-49.9,Winter,0,0,0,1,1,NA,0,NA
23031,0,No,2007,54.9,50-54.9,Winter,0,0,0,1,1,NA,0,NA
23032,0,No,2007,54.5,50-54.9,Winter,0,0,0,1,1,NA,0,NA
23044,0,No,2007,40.3,40-44.9,Spring,0,1,0,0,1,NA,0,NA
23038,0,No,2007,45.5,45-49.9,Spring,0,1,0,0,1,NA,0,NA
23039,0,No,2007,52.9,50-54.9,Spring,0,1,0,0,1,NA,0,NA
23040,0,No,2007,55.2,55-59.9,Spring,0,1,0,0,1,NA,0,NA
23041,0,No,2007,63.5,60-64.9,Spring,0,1,0,0,1,NA,0,NA
23042,0,No,2007,62.3,60-64.9,Spring,0,1,0,0,1,NA,0,NA
23050,0,No,2007,35.9,35-39.9,Spring,0,1,0,0,1,NA,0,NA
23046,0,No,2007,54.9,50-54.9,Spring,0,1,0,0,1,NA,0,NA
23051,0,No,2007,54.3,50-54.9,Spring,0,1,0,0,1,NA,0,NA
23054,0,No,2007,50.4,50-54.9,Spring,0,1,0,0,1,NA,0,NA
23055,0,No,2007,53.1,50-54.9,Spring,0,1,0,0,1,NA,0,NA
23933,0,No,2007,65.7,65-69.9,Spring,0,1,0,0,1,NA,0,NA
23937,0,No,2007,42.6,40-44.9,Spring,0,1,0,0,1,NA,0,NA
23940,0,No,2007,38.3,35-39.9,Summer,0,0,1,0,1,NA,0,NA
23941,0,No,2007,45,45-49.9,Summer,0,0,1,0,1,NA,0,NA
23943,0,No,2007,35.8,35-39.9,Summer,0,0,1,0,1,NA,0,NA
23944,0,No,2007,56.1,55-59.9,Summer,0,0,1,0,1,NA,0,NA
23947,0,No,2007,38.5,35-39.9,Summer,0,0,1,0,1,NA,0,NA
23945,0,No,2007,54.2,50-54.9,Summer,0,0,1,0,1,NA,0,NA
23946,0,No,2007,52.3,50-54.9,Summer,0,0,1,0,1,NA,0,NA
23948,0,No,2007,46.2,45-49.9,Summer,0,0,1,0,1,NA,0,NA
23950,0,No,2007,63.9,60-64.9,Summer,0,0,1,0,1,NA,0,NA
23955,0,No,2007,43.2,40-44.9,Summer,0,0,1,0,1,NA,0,NA
23952,0,No,2007,54,50-54.9,Summer,0,0,1,0,1,NA,0,NA
23961,0,No,2007,63.8,60-64.9,Summer,0,0,1,0,1,NA,0,NA
23965,0,No,2007,64.4,60-64.9,Summer,0,0,1,0,1,NA,0,NA
23968,0,No,2007,55.6,55-59.9,Summer,0,0,1,0,1,NA,0,NA
23967,0,No,2007,60.1,60-64.9,Summer,0,0,1,0,1,NA,0,NA
23975,0,No,2007,45.9,45-49.9,Fall,1,0,0,0,0,NA,0,NA
23976,0,No,2007,68.2,65-69.9,Fall,1,0,0,0,0,NA,0,NA
23978,0,No,2007,46.7,45-49.9,Fall,1,0,0,0,0,NA,0,NA
24571,0,No,2007,42.7,40-44.9,Fall,1,0,0,0,0,NA,0,NA
24568,0,No,2007,49.9,45-49.9,Fall,1,0,0,0,0,NA,0,NA
24565,0,No,2007,51.9,50-54.9,Fall,1,0,0,0,0,NA,0,NA
24567,0,No,2007,53.9,50-54.9,Fall,1,0,0,0,0,NA,0,NA
24569,0,No,2007,56.2,55-59.9,Fall,1,0,0,0,0,NA,0,NA
24574,0,No,2007,56,55-59.9,Fall,1,0,0,0,0,NA,0,NA
24566,0,No,2007,63.2,60-64.9,Fall,1,0,0,0,0,NA,0,NA
24570,0,No,2007,65.5,65-69.9,Fall,1,0,0,0,0,NA,0,NA
24575,0,No,2007,41.7,40-44.9,Winter,0,0,0,1,1,NA,0,NA
24609,0,No,2008,33.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
24611,0,No,2008,60.7,60-64.9,Winter,0,0,0,1,1,NA,0,NA
24607,0,No,2008,71.3,70-79.9,Winter,0,0,0,1,1,NA,0,NA
24615,0,No,2008,30.1,30-34.9,Winter,0,0,0,1,1,1,0,NA
24620,0,No,2008,35.1,35-39.9,Winter,0,0,0,1,1,NA,0,NA
24622,0,No,2008,35.2,35-39.9,Winter,0,0,0,1,1,NA,0,NA
24617,0,No,2008,26.1,20-29.9,Winter,0,0,0,1,1,NA,0,NA
24625,0,No,2008,71.2,70-79.9,Winter,0,0,0,1,1,NA,0,NA
24629,0,No,2008,32.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
24630,0,No,2008,36.5,35-39.9,Winter,0,0,0,1,1,NA,0,NA
24628,0,No,2008,43.1,40-44.9,Winter,0,0,0,1,1,NA,0,NA
24780,0,No,2008,36.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
24782,0,No,2008,41.1,40-44.9,Spring,0,1,0,0,1,NA,0,NA
24786,0,No,2008,40.9,40-44.9,Spring,0,1,0,0,1,NA,0,NA
24778,0,No,2008,60.7,60-64.9,Spring,0,1,0,0,1,NA,0,NA
24784,0,No,2008,63.4,60-64.9,Spring,0,1,0,0,1,NA,0,NA
24783,0,No,2008,67.7,65-69.9,Spring,0,1,0,0,1,NA,0,NA
24777,0,No,2008,70.1,70-79.9,Spring,0,1,0,0,1,NA,0,NA
24816,0,No,2008,32.8,30-34.9,Spring,0,1,0,0,1,NA,0,NA
24817,0,No,2008,37.6,35-39.9,Spring,0,1,0,0,1,NA,0,NA
24815,0,No,2008,63.5,60-64.9,Spring,0,1,0,0,1,NA,0,NA
24832,0,No,2008,40.8,40-44.9,Spring,0,1,0,0,1,NA,0,NA
24826,0,No,2008,45.4,45-49.9,Spring,0,1,0,0,1,NA,0,NA
24830,0,No,2008,51.2,50-54.9,Spring,0,1,0,0,1,NA,0,NA
24821,0,No,2008,58.1,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24823,0,No,2008,55.4,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24825,0,No,2008,56.9,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24829,0,No,2008,58.1,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24831,0,No,2008,58.8,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24827,0,No,2008,60.4,60-64.9,Spring,0,1,0,0,1,NA,0,NA
24834,0,No,2008,37.6,35-39.9,Spring,0,1,0,0,1,1,0,NA
24838,0,No,2008,46.3,45-49.9,Spring,0,1,0,0,1,NA,0,NA
24835,0,No,2008,55.1,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24839,0,No,2008,59.4,55-59.9,Spring,0,1,0,0,1,NA,0,NA
24837,0,No,2008,67.7,65-69.9,Spring,0,1,0,0,1,NA,0,NA
24840,0,No,2008,53.7,50-54.9,Spring,0,1,0,0,1,NA,0,NA
24844,0,No,2008,50.6,50-54.9,Spring,0,1,0,0,1,NA,0,NA
25310,0,No,2008,55.8,55-59.9,Summer,0,0,1,0,1,NA,0,NA
25312,0,No,2008,47.7,45-49.9,Summer,0,0,1,0,1,NA,0,NA
25314,0,No,2008,53.4,50-54.9,Summer,0,0,1,0,1,NA,0,NA
25321,0,No,2008,44.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
25322,0,No,2008,66.2,65-69.9,Summer,0,0,1,0,1,NA,0,NA
25318,0,No,2008,68.1,65-69.9,Summer,0,0,1,0,1,NA,0,NA
25771,0,No,2008,58.2,55-59.9,Summer,0,0,1,0,1,NA,0,1
25778,0,No,2008,58,55-59.9,Summer,0,0,1,0,1,NA,0,NA
25772,0,No,2008,63.4,60-64.9,Summer,0,0,1,0,1,NA,0,NA
25777,0,No,2008,62.5,60-64.9,Summer,0,0,1,0,1,NA,0,NA
25775,0,No,2008,70.1,70-79.9,Summer,0,0,1,0,1,NA,0,NA
26169,0,No,2008,41.5,40-44.9,Fall,1,0,0,0,0,NA,0,NA
