EID,FP,FP_YESNO,Year,SCL,SCLbinned,Season,Fall,Spring,Summer,Winter,OtherSeason,y0,y1,y2
375,0,No,1983,42.3,40-44.9,Spring,0,1,0,0,1,NA,0,NA
374,0,No,1983,57.8,55-59.9,Spring,0,1,0,0,1,NA,0,NA
378,0,No,1983,53.8,50-54.9,Summer,0,0,1,0,1,NA,0,NA
377,0,No,1983,62,60-64.9,Summer,0,0,1,0,1,NA,0,NA
381,0,No,1983,64.1,60-64.9,Summer,0,0,1,0,1,NA,0,NA
385,0,No,1983,45.2,45-49.9,Summer,0,0,1,0,1,NA,0,NA
386,0,No,1983,45.1,45-49.9,Summer,0,0,1,0,1,NA,0,NA
388,0,No,1983,52.5,50-54.9,Summer,0,0,1,0,1,NA,0,NA
393,0,No,1984,47,45-49.9,Spring,0,1,0,0,1,NA,0,NA
396,0,No,1984,36.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
400,0,No,1984,46.7,45-49.9,Summer,0,0,1,0,1,NA,0,NA
402,0,No,1984,44.1,40-44.9,Summer,0,0,1,0,1,NA,0,NA
403,0,No,1984,42,40-44.9,Summer,0,0,1,0,1,NA,0,NA
407,0,No,1984,37.4,35-39.9,Summer,0,0,1,0,1,NA,0,NA
411,0,No,1984,43.6,40-44.9,Summer,0,0,1,0,1,NA,0,NA
408,0,No,1984,53,50-54.9,Summer,0,0,1,0,1,NA,0,NA
413,0,No,1984,46.7,45-49.9,Summer,0,0,1,0,1,NA,0,NA
414,0,No,1984,37.6,35-39.9,Summer,0,0,1,0,1,NA,0,NA
415,0,No,1984,50.6,50-54.9,Summer,0,0,1,0,1,NA,0,NA
417,0,No,1984,37.5,35-39.9,Fall,1,0,0,0,0,NA,0,NA
423,0,No,1985,42.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
424,0,No,1985,52.8,50-54.9,Summer,0,0,1,0,1,NA,0,NA
427,0,No,1985,32,30-34.9,Summer,0,0,1,0,1,NA,0,NA
428,0,No,1985,50.2,50-54.9,Summer,0,0,1,0,1,NA,0,NA
429,0,No,1985,51.6,50-54.9,Summer,0,0,1,0,1,NA,0,NA
430,0,No,1985,55.5,55-59.9,Summer,0,0,1,0,1,1,0,NA
432,0,No,1985,39.8,35-39.9,Summer,0,0,1,0,1,NA,0,NA
431,0,No,1985,49,45-49.9,Summer,0,0,1,0,1,NA,0,NA
433,0,No,1985,37,35-39.9,Fall,1,0,0,0,0,NA,0,NA
435,0,No,1985,38,35-39.9,Fall,1,0,0,0,0,NA,0,NA
434,0,No,1985,52.8,50-54.9,Fall,1,0,0,0,0,NA,0,NA
438,0,No,1985,40.8,40-44.9,Fall,1,0,0,0,0,NA,0,NA
439,0,No,1985,42.8,40-44.9,Fall,1,0,0,0,0,NA,0,NA
441,0,No,1985,42,40-44.9,Fall,1,0,0,0,0,NA,0,NA
450,0,No,1986,39,35-39.9,Winter,0,0,0,1,1,1,0,NA
451,0,No,1986,42.2,40-44.9,Winter,0,0,0,1,1,NA,0,NA
453,0,No,1986,43.4,40-44.9,Winter,0,0,0,1,1,NA,0,NA
452,0,No,1986,52.2,50-54.9,Winter,0,0,0,1,1,NA,0,NA
465,0,No,1986,37.3,35-39.9,Spring,0,1,0,0,1,NA,0,NA
468,0,No,1986,54.2,50-54.9,Spring,0,1,0,0,1,NA,0,NA
469,0,No,1986,54.9,50-54.9,Spring,0,1,0,0,1,NA,0,NA
472,0,No,1986,46.3,45-49.9,Spring,0,1,0,0,1,NA,0,NA
474,0,No,1986,36.1,35-39.9,Spring,0,1,0,0,1,NA,0,NA
476,0,No,1986,51.1,50-54.9,Spring,0,1,0,0,1,NA,0,NA
478,0,No,1986,46.8,45-49.9,Spring,0,1,0,0,1,NA,0,NA
481,0,No,1986,43.1,40-44.9,Spring,0,1,0,0,1,NA,0,NA
480,0,No,1986,70.8,70-79.9,Spring,0,1,0,0,1,NA,0,NA
484,0,No,1986,66.1,65-69.9,Summer,0,0,1,0,1,NA,0,NA
485,0,No,1986,44.4,40-44.9,Summer,0,0,1,0,1,NA,0,NA
486,0,No,1986,41.9,40-44.9,Summer,0,0,1,0,1,NA,0,NA
488,0,No,1986,49.2,45-49.9,Summer,0,0,1,0,1,NA,0,NA
487,0,No,1986,51.7,50-54.9,Summer,0,0,1,0,1,NA,0,NA
489,0,No,1986,55.1,55-59.9,Summer,0,0,1,0,1,NA,0,NA
490,0,No,1986,50.9,50-54.9,Summer,0,0,1,0,1,NA,0,NA
492,0,No,1986,37.8,35-39.9,Summer,0,0,1,0,1,NA,0,NA
493,0,No,1986,43.6,40-44.9,Summer,0,0,1,0,1,NA,0,NA
494,0,No,1986,32.7,30-34.9,Summer,0,0,1,0,1,NA,0,NA
497,0,No,1986,34.9,30-34.9,Summer,0,0,1,0,1,1,0,NA
498,0,No,1986,49.9,45-49.9,Summer,0,0,1,0,1,NA,0,NA
496,0,No,1986,50.3,50-54.9,Summer,0,0,1,0,1,NA,0,NA
495,0,No,1986,55.9,55-59.9,Summer,0,0,1,0,1,NA,0,NA
501,0,No,1986,38.3,35-39.9,Summer,0,0,1,0,1,NA,0,NA
502,0,No,1986,43.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
503,0,No,1986,29.7,20-29.9,Summer,0,0,1,0,1,NA,0,NA
504,0,No,1986,35.8,35-39.9,Summer,0,0,1,0,1,NA,0,NA
505,0,No,1986,56.6,55-59.9,Summer,0,0,1,0,1,NA,0,NA
509,0,No,1986,49,45-49.9,Summer,0,0,1,0,1,1,0,NA
511,0,No,1986,38.2,35-39.9,Summer,0,0,1,0,1,NA,0,NA
512,0,No,1986,51.1,50-54.9,Summer,0,0,1,0,1,NA,0,NA
518,0,No,1986,53.8,50-54.9,Summer,0,0,1,0,1,NA,0,NA
520,0,No,1986,46.1,45-49.9,Summer,0,0,1,0,1,NA,0,NA
522,0,No,1986,71.8,70-79.9,Summer,0,0,1,0,1,NA,0,NA
523,0,No,1986,36.8,35-39.9,Summer,0,0,1,0,1,NA,0,NA
525,0,No,1986,52.3,50-54.9,Summer,0,0,1,0,1,NA,0,NA
533,0,No,1986,35.3,35-39.9,Summer,0,0,1,0,1,NA,0,NA
531,0,No,1986,44,40-44.9,Summer,0,0,1,0,1,NA,0,NA
529,0,No,1986,56.3,55-59.9,Summer,0,0,1,0,1,NA,0,NA
534,0,No,1986,51.1,50-54.9,Summer,0,0,1,0,1,NA,0,NA
536,0,No,1986,34,30-34.9,Summer,0,0,1,0,1,NA,0,NA
537,0,No,1986,37.6,35-39.9,Summer,0,0,1,0,1,NA,0,NA
538,0,No,1986,44.4,40-44.9,Summer,0,0,1,0,1,NA,0,NA
535,0,No,1986,54.2,50-54.9,Summer,0,0,1,0,1,NA,0,NA
543,0,No,1986,39,35-39.9,Summer,0,0,1,0,1,NA,0,NA
544,0,No,1986,39.9,35-39.9,Summer,0,0,1,0,1,1,0,NA
542,0,No,1986,54.8,50-54.9,Summer,0,0,1,0,1,NA,0,NA
546,0,No,1986,32.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
547,0,No,1986,38.1,35-39.9,Summer,0,0,1,0,1,NA,0,NA
552,0,No,1986,34.9,30-34.9,Summer,0,0,1,0,1,NA,0,1
555,0,No,1986,31.3,30-34.9,Summer,0,0,1,0,1,NA,0,NA
553,0,No,1986,38.9,35-39.9,Summer,0,0,1,0,1,NA,0,NA
554,0,No,1986,40.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
557,0,No,1986,38.9,35-39.9,Fall,1,0,0,0,0,NA,0,NA
559,0,No,1986,49.6,45-49.9,Fall,1,0,0,0,0,NA,0,NA
556,0,No,1986,29.7,20-29.9,Fall,1,0,0,0,0,NA,0,NA
560,0,No,1986,29.2,20-29.9,Fall,1,0,0,0,0,NA,0,NA
564,0,No,1986,45.1,45-49.9,Fall,1,0,0,0,0,NA,0,NA
566,0,No,1986,55.8,55-59.9,Fall,1,0,0,0,0,NA,0,NA
567,0,No,1986,53.6,50-54.9,Fall,1,0,0,0,0,NA,0,NA
570,0,No,1986,51.4,50-54.9,Fall,1,0,0,0,0,NA,0,NA
568,0,No,1986,60.9,60-64.9,Fall,1,0,0,0,0,NA,0,NA
576,0,No,1986,35.2,35-39.9,Fall,1,0,0,0,0,NA,0,NA
577,0,No,1986,44.1,40-44.9,Fall,1,0,0,0,0,NA,0,NA
574,0,No,1986,47.9,45-49.9,Fall,1,0,0,0,0,NA,0,NA
578,0,No,1986,55.3,55-59.9,Fall,1,0,0,0,0,NA,0,NA
582,0,No,1986,39,35-39.9,Fall,1,0,0,0,0,NA,0,NA
581,0,No,1986,55,55-59.9,Fall,1,0,0,0,0,NA,0,NA
586,0,No,1986,56.7,55-59.9,Fall,1,0,0,0,0,NA,0,NA
590,0,No,1986,34.7,30-34.9,Fall,1,0,0,0,0,NA,0,NA
589,0,No,1986,53.9,50-54.9,Fall,1,0,0,0,0,NA,0,NA
591,0,No,1986,52.2,50-54.9,Fall,1,0,0,0,0,NA,0,NA
593,0,No,1986,56.2,55-59.9,Fall,1,0,0,0,0,NA,0,NA
597,0,No,1986,32.6,30-34.9,Fall,1,0,0,0,0,NA,0,NA
596,0,No,1986,46.1,45-49.9,Fall,1,0,0,0,0,NA,0,NA
598,0,No,1986,47.5,45-49.9,Fall,1,0,0,0,0,NA,0,NA
599,0,No,1986,32.7,30-34.9,Winter,0,0,0,1,1,NA,0,NA
602,0,No,1986,60.8,60-64.9,Winter,0,0,0,1,1,NA,0,NA
604,0,No,1986,61.3,60-64.9,Winter,0,0,0,1,1,NA,0,NA
611,0,No,1986,31.3,30-34.9,Winter,0,0,0,1,1,NA,0,NA
605,0,No,1986,36.5,35-39.9,Winter,0,0,0,1,1,NA,0,NA
608,0,No,1986,42.8,40-44.9,Winter,0,0,0,1,1,NA,0,NA
613,0,No,1987,30.2,30-34.9,Winter,0,0,0,1,1,NA,0,NA
614,0,No,1987,32.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
615,0,No,1987,38.2,35-39.9,Winter,0,0,0,1,1,NA,0,NA
618,0,No,1987,31,30-34.9,Winter,0,0,0,1,1,NA,0,NA
620,0,No,1987,47.5,45-49.9,Winter,0,0,0,1,1,NA,0,NA
621,0,No,1987,51.4,50-54.9,Winter,0,0,0,1,1,NA,0,NA
623,0,No,1987,31.2,30-34.9,Winter,0,0,0,1,1,NA,0,NA
624,0,No,1987,43.5,40-44.9,Winter,0,0,0,1,1,NA,0,NA
626,0,No,1987,32.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
627,0,No,1987,43.1,40-44.9,Spring,0,1,0,0,1,NA,0,NA
628,0,No,1987,55.6,55-59.9,Spring,0,1,0,0,1,NA,0,NA
629,0,No,1987,35.3,35-39.9,Spring,0,1,0,0,1,NA,0,NA
633,0,No,1987,40.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
630,0,No,1987,29.8,20-29.9,Spring,0,1,0,0,1,1,0,NA
631,0,No,1987,28.5,20-29.9,Spring,0,1,0,0,1,NA,0,NA
634,0,No,1987,36.4,35-39.9,Spring,0,1,0,0,1,NA,0,NA
638,0,No,1987,33.4,30-34.9,Spring,0,1,0,0,1,NA,0,NA
637,0,No,1987,27.7,20-29.9,Spring,0,1,0,0,1,NA,0,NA
646,0,No,1987,32,30-34.9,Spring,0,1,0,0,1,NA,0,NA
650,0,No,1987,33.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
651,0,No,1987,32.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
652,0,No,1987,37.4,35-39.9,Spring,0,1,0,0,1,1,0,NA
647,0,No,1987,40.8,40-44.9,Spring,0,1,0,0,1,NA,0,NA
649,0,No,1987,44.1,40-44.9,Spring,0,1,0,0,1,NA,0,1
653,0,No,1987,41.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
655,0,No,1987,36,35-39.9,Spring,0,1,0,0,1,1,0,NA
657,0,No,1987,29.9,20-29.9,Summer,0,0,1,0,1,NA,0,NA
658,0,No,1987,28.8,20-29.9,Summer,0,0,1,0,1,NA,0,NA
660,0,No,1987,34.5,30-34.9,Summer,0,0,1,0,1,1,0,NA
662,0,No,1987,31.1,30-34.9,Summer,0,0,1,0,1,NA,0,NA
664,0,No,1987,32.5,30-34.9,Summer,0,0,1,0,1,NA,0,NA
661,0,No,1987,42.4,40-44.9,Summer,0,0,1,0,1,NA,0,NA
665,0,No,1987,34.2,30-34.9,Summer,0,0,1,0,1,NA,0,NA
668,0,No,1987,33.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
670,0,No,1987,42.8,40-44.9,Summer,0,0,1,0,1,NA,0,NA
669,0,No,1987,54.4,50-54.9,Summer,0,0,1,0,1,NA,0,NA
676,0,No,1987,34.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
678,0,No,1987,32.8,30-34.9,Summer,0,0,1,0,1,1,0,NA
679,0,No,1987,33.5,30-34.9,Summer,0,0,1,0,1,1,0,NA
680,0,No,1987,34.9,30-34.9,Summer,0,0,1,0,1,1,0,NA
3219,0,No,1987,33.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
677,0,No,1987,36.5,35-39.9,Summer,0,0,1,0,1,NA,0,NA
671,0,No,1987,41.3,40-44.9,Summer,0,0,1,0,1,NA,0,NA
675,0,No,1987,42.2,40-44.9,Summer,0,0,1,0,1,NA,0,NA
674,0,No,1987,46.4,45-49.9,Summer,0,0,1,0,1,NA,0,NA
681,0,No,1987,33.1,30-34.9,Summer,0,0,1,0,1,NA,0,NA
682,0,No,1987,43.1,40-44.9,Summer,0,0,1,0,1,NA,0,NA
683,0,No,1987,50.6,50-54.9,Summer,0,0,1,0,1,NA,0,NA
686,0,No,1987,37.2,35-39.9,Summer,0,0,1,0,1,NA,0,NA
688,0,No,1987,46.9,45-49.9,Summer,0,0,1,0,1,NA,0,NA
690,0,No,1987,31.2,30-34.9,Summer,0,0,1,0,1,NA,0,NA
694,0,No,1987,37.4,35-39.9,Summer,0,0,1,0,1,NA,0,NA
699,0,No,1987,41.7,40-44.9,Summer,0,0,1,0,1,NA,0,NA
701,0,No,1987,34.4,30-34.9,Summer,0,0,1,0,1,NA,0,NA
702,0,No,1987,53.4,50-54.9,Summer,0,0,1,0,1,NA,0,NA
703,0,No,1987,53.9,50-54.9,Summer,0,0,1,0,1,NA,0,NA
705,0,No,1987,48.1,45-49.9,Summer,0,0,1,0,1,NA,0,NA
706,0,No,1987,32,30-34.9,Summer,0,0,1,0,1,NA,0,NA
710,0,No,1987,52.1,50-54.9,Summer,0,0,1,0,1,NA,0,NA
709,0,No,1987,57.4,55-59.9,Summer,0,0,1,0,1,NA,0,NA
708,0,No,1987,66.5,65-69.9,Summer,0,0,1,0,1,NA,0,NA
711,0,No,1987,31.7,30-34.9,Summer,0,0,1,0,1,1,0,NA
712,0,No,1987,33.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
713,0,No,1987,32.2,30-34.9,Fall,1,0,0,0,0,NA,0,NA
714,0,No,1987,47.1,45-49.9,Fall,1,0,0,0,0,NA,0,NA
715,0,No,1987,56.8,55-59.9,Fall,1,0,0,0,0,NA,0,NA
718,0,No,1987,42.1,40-44.9,Fall,1,0,0,0,0,NA,0,NA
719,0,No,1987,60.7,60-64.9,Winter,0,0,0,1,1,NA,0,NA
724,0,No,1988,31.4,30-34.9,Winter,0,0,0,1,1,NA,0,NA
725,0,No,1988,34.3,30-34.9,Winter,0,0,0,1,1,NA,0,NA
727,0,No,1988,32.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
729,0,No,1988,34,30-34.9,Winter,0,0,0,1,1,NA,0,NA
728,0,No,1988,40.4,40-44.9,Winter,0,0,0,1,1,NA,0,NA
721,0,No,1988,49.2,45-49.9,Winter,0,0,0,1,1,NA,0,NA
726,0,No,1988,46.2,45-49.9,Winter,0,0,0,1,1,NA,0,NA
722,0,No,1988,50.4,50-54.9,Winter,0,0,0,1,1,NA,0,NA
720,0,No,1988,27.8,20-29.9,Winter,0,0,0,1,1,NA,0,NA
730,0,No,1988,42.4,40-44.9,Winter,0,0,0,1,1,NA,0,1
737,0,No,1988,46.1,45-49.9,Winter,0,0,0,1,1,NA,0,1
733,0,No,1988,51.8,50-54.9,Winter,0,0,0,1,1,NA,0,NA
734,0,No,1988,51.4,50-54.9,Winter,0,0,0,1,1,NA,0,NA
732,0,No,1988,64.2,60-64.9,Winter,0,0,0,1,1,NA,0,NA
735,0,No,1988,64.5,60-64.9,Winter,0,0,0,1,1,NA,0,NA
740,0,No,1988,32.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
738,0,No,1988,36.3,35-39.9,Winter,0,0,0,1,1,NA,0,NA
744,0,No,1988,38.4,35-39.9,Winter,0,0,0,1,1,NA,0,NA
745,0,No,1988,44.1,40-44.9,Winter,0,0,0,1,1,NA,0,1
747,0,No,1988,28.5,20-29.9,Spring,0,1,0,0,1,1,0,NA
750,0,No,1988,34.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
752,0,No,1988,32.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
751,0,No,1988,26.5,20-29.9,Spring,0,1,0,0,1,NA,0,NA
754,0,No,1988,31,30-34.9,Spring,0,1,0,0,1,NA,0,NA
755,0,No,1988,43,40-44.9,Spring,0,1,0,0,1,NA,0,NA
753,0,No,1988,56.8,55-59.9,Spring,0,1,0,0,1,NA,0,NA
757,0,No,1988,45.9,45-49.9,Spring,0,1,0,0,1,NA,0,1
758,0,No,1988,60.4,60-64.9,Spring,0,1,0,0,1,NA,0,NA
764,0,No,1988,34.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
763,0,No,1988,47.9,45-49.9,Spring,0,1,0,0,1,NA,0,NA
863,0,No,1988,52.2,50-54.9,Spring,0,1,0,0,1,NA,0,NA
866,0,No,1988,30.6,30-34.9,Spring,0,1,0,0,1,NA,0,NA
867,0,No,1988,32.2,30-34.9,Spring,0,1,0,0,1,NA,0,NA
877,0,No,1988,47.8,45-49.9,Spring,0,1,0,0,1,NA,0,NA
875,0,No,1988,60.6,60-64.9,Spring,0,1,0,0,1,NA,0,NA
886,0,No,1988,33.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
889,0,No,1988,35.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
894,0,No,1988,37.8,35-39.9,Spring,0,1,0,0,1,NA,0,NA
895,0,No,1988,56.4,55-59.9,Spring,0,1,0,0,1,NA,0,NA
901,0,No,1988,35.9,35-39.9,Summer,0,0,1,0,1,NA,0,NA
902,0,No,1988,48,45-49.9,Summer,0,0,1,0,1,NA,0,1
904,0,No,1988,28.2,20-29.9,Summer,0,0,1,0,1,NA,0,NA
3183,0,No,1988,49.1,45-49.9,Summer,0,0,1,0,1,NA,0,NA
920,0,No,1988,35.9,35-39.9,Summer,0,0,1,0,1,NA,0,1
928,0,No,1988,43.4,40-44.9,Summer,0,0,1,0,1,NA,0,1
926,0,No,1988,62.3,60-64.9,Summer,0,0,1,0,1,NA,0,NA
924,0,No,1988,71.9,70-79.9,Summer,0,0,1,0,1,NA,0,NA
913,0,No,1988,34.5,30-34.9,Summer,0,0,1,0,1,NA,0,NA
914,0,No,1988,55.4,55-59.9,Summer,0,0,1,0,1,NA,0,NA
935,0,No,1988,31.7,30-34.9,Summer,0,0,1,0,1,NA,0,NA
938,0,No,1988,32.5,30-34.9,Summer,0,0,1,0,1,NA,0,NA
937,0,No,1988,27.2,20-29.9,Summer,0,0,1,0,1,NA,0,NA
850,0,No,1988,54.5,50-54.9,Summer,0,0,1,0,1,NA,0,NA
956,0,No,1988,34.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
947,0,No,1988,47.1,45-49.9,Summer,0,0,1,0,1,NA,0,NA
946,0,No,1988,55,55-59.9,Summer,0,0,1,0,1,NA,0,NA
957,0,No,1988,27.3,20-29.9,Summer,0,0,1,0,1,NA,0,NA
3186,0,No,1988,62.8,60-64.9,Summer,0,0,1,0,1,NA,0,NA
1065,0,No,1988,48.2,45-49.9,Summer,0,0,1,0,1,NA,0,NA
1070,0,No,1988,45.4,45-49.9,Summer,0,0,1,0,1,NA,0,NA
1074,0,No,1988,36.5,35-39.9,Summer,0,0,1,0,1,NA,0,NA
1075,0,No,1988,29.5,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1077,0,No,1988,29.7,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1079,0,No,1988,24.3,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1081,0,No,1988,39.1,35-39.9,Summer,0,0,1,0,1,NA,0,NA
1086,0,No,1988,44.3,40-44.9,Summer,0,0,1,0,1,NA,0,NA
1085,0,No,1988,48.8,45-49.9,Summer,0,0,1,0,1,NA,0,NA
1088,0,No,1988,28.6,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1092,0,No,1988,33.5,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1095,0,No,1988,32.4,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1111,0,No,1988,47.7,45-49.9,Fall,1,0,0,0,0,NA,0,NA
1114,0,No,1988,40.4,40-44.9,Fall,1,0,0,0,0,NA,0,NA
1117,0,No,1988,32.3,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1123,0,No,1988,31.9,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1119,0,No,1988,53.3,50-54.9,Fall,1,0,0,0,0,NA,0,NA
1122,0,No,1988,58.8,55-59.9,Fall,1,0,0,0,0,NA,0,NA
1144,0,No,1988,30.9,30-34.9,Winter,0,0,0,1,1,NA,0,NA
1146,0,No,1988,34.4,30-34.9,Winter,0,0,0,1,1,NA,0,NA
1156,0,No,1988,33,30-34.9,Winter,0,0,0,1,1,NA,0,NA
1143,0,No,1988,35.9,35-39.9,Winter,0,0,0,1,1,NA,0,NA
1157,0,No,1988,51,50-54.9,Winter,0,0,0,1,1,NA,0,NA
1150,0,No,1988,61.9,60-64.9,Winter,0,0,0,1,1,NA,0,NA
1155,0,No,1988,60.8,60-64.9,Winter,0,0,0,1,1,NA,0,NA
1145,0,No,1988,28.6,20-29.9,Winter,0,0,0,1,1,NA,0,NA
1162,0,No,1989,31.2,30-34.9,Winter,0,0,0,1,1,1,0,NA
1164,0,No,1989,33.5,30-34.9,Winter,0,0,0,1,1,NA,0,NA
1168,0,No,1989,31.8,30-34.9,Winter,0,0,0,1,1,NA,0,NA
1169,0,No,1989,31.1,30-34.9,Winter,0,0,0,1,1,1,0,NA
6253,0,No,1989,37.5,35-39.9,Winter,0,0,0,1,1,NA,0,NA
1163,0,No,1989,44.9,40-44.9,Winter,0,0,0,1,1,NA,0,NA
1165,0,No,1989,40.2,40-44.9,Winter,0,0,0,1,1,NA,0,NA
1166,0,No,1989,68.8,65-69.9,Winter,0,0,0,1,1,NA,0,NA
1136,0,No,1989,42.3,40-44.9,Winter,0,0,0,1,1,NA,0,NA
1173,0,No,1989,30.8,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1178,0,No,1989,35.1,35-39.9,Spring,0,1,0,0,1,1,0,NA
6252,0,No,1989,37,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1177,0,No,1989,64.4,60-64.9,Spring,0,1,0,0,1,NA,0,NA
1175,0,No,1989,29.6,20-29.9,Spring,0,1,0,0,1,1,0,NA
1203,0,No,1989,34.6,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1228,0,No,1989,32.8,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1231,0,No,1989,34.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1229,0,No,1989,37.5,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1234,0,No,1989,32.5,30-34.9,Spring,0,1,0,0,1,1,0,NA
1233,0,No,1989,58.3,55-59.9,Spring,0,1,0,0,1,NA,0,NA
1236,0,No,1989,32.3,30-34.9,Spring,0,1,0,0,1,1,0,NA
1238,0,No,1989,33.8,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1237,0,No,1989,28.8,20-29.9,Spring,0,1,0,0,1,1,0,NA
1295,0,No,1989,41.2,40-44.9,Summer,0,0,1,0,1,NA,0,NA
1298,0,No,1989,33,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1297,0,No,1989,38.1,35-39.9,Summer,0,0,1,0,1,1,0,NA
1299,0,No,1989,45.9,45-49.9,Summer,0,0,1,0,1,NA,0,NA
1360,0,No,1989,38,35-39.9,Summer,0,0,1,0,1,NA,0,NA
1359,0,No,1989,28.8,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1388,0,No,1989,36.2,35-39.9,Summer,0,0,1,0,1,NA,0,NA
1386,0,No,1989,43.1,40-44.9,Summer,0,0,1,0,1,NA,0,NA
1390,0,No,1989,30.6,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1389,0,No,1989,51.3,50-54.9,Summer,0,0,1,0,1,NA,0,NA
1408,0,No,1989,34.1,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1410,0,No,1989,29.4,20-29.9,Summer,0,0,1,0,1,NA,0,NA
1413,0,No,1989,30.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1482,0,No,1989,34.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1489,0,No,1989,30.8,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1504,0,No,1989,33.8,30-34.9,Fall,1,0,0,0,0,1,0,NA
1508,0,No,1989,32.1,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1511,0,No,1989,31.5,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1512,0,No,1989,33.1,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1509,0,No,1989,43.9,40-44.9,Fall,1,0,0,0,0,NA,0,NA
1513,0,No,1989,53.2,50-54.9,Fall,1,0,0,0,0,NA,0,NA
1510,0,No,1989,66.8,65-69.9,Fall,1,0,0,0,0,NA,0,NA
1515,0,No,1989,52,50-54.9,Fall,1,0,0,0,0,NA,0,NA
1421,0,No,1989,33.2,30-34.9,Fall,1,0,0,0,0,NA,0,NA
1405,0,No,1989,63.6,60-64.9,Fall,1,0,0,0,0,NA,0,NA
1338,0,No,1990,36.3,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1342,0,No,1990,38.7,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1343,0,No,1990,37.1,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1323,0,No,1990,30.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
1319,0,No,1990,29.2,20-29.9,Spring,0,1,0,0,1,NA,0,NA
1531,0,No,1990,35.4,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1539,0,No,1990,33,30-34.9,Spring,0,1,0,0,1,1,0,NA
1548,0,No,1990,36.2,35-39.9,Spring,0,1,0,0,1,NA,0,NA
1546,0,No,1990,41.2,40-44.9,Spring,0,1,0,0,1,NA,0,NA
1585,0,No,1990,40.4,40-44.9,Spring,0,1,0,0,1,NA,0,NA
1589,0,No,1990,34.5,30-34.9,Summer,0,0,1,0,1,NA,0,NA
1745,0,No,1990,31.3,30-34.9,Summer,0,0,1,0,1,NA,0,NA
2133,0,No,1991,29.7,20-29.9,Spring,0,1,0,0,1,NA,0,NA
2135,0,No,1991,35.9,35-39.9,Spring,0,1,0,0,1,NA,0,NA
2137,0,No,1991,31.5,30-34.9,Spring,0,1,0,0,1,NA,0,NA
2141,0,No,1991,32.3,30-34.9,Summer,0,0,1,0,1,NA,0,NA
2140,0,No,1991,37.7,35-39.9,Summer,0,0,1,0,1,NA,0,NA
2176,0,No,1991,33.2,30-34.9,Summer,0,0,1,0,1,NA,0,NA
2177,0,No,1991,35.6,35-39.9,Summer,0,0,1,0,1,NA,0,NA
